subcellular_location,count
"Nucleus:Endosome:Cytoplasm, cell cortex",1
Nucleus:Forespore membrane,1
"Perikaryon:Cell projection, dendrite:Golgi apparatus:Cytoplasmic vesicle",1
"Perikaryon:Cell projection, dendrite:Cytoplasm",1
"Perikaryon:Cell projection, dendrite:Cell projection, cilium:Cell projection, axon",1
"Nucleus:Golgi apparatus, Golgi stack:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",1
"Nucleus:Cytoplasm:Cell membrane:Perikaryon:Cell projection, lamellipodium:Cell projection, growth cone:Postsynaptic density:Synapse",1
Nucleus:Cytoplasm:Cell membrane:Nucleus:Cytoplasm:Cell membrane:Cell membrane:Nucleus:Golgi apparatus:Cell membrane,1
"Nucleus, nucleolus:Cytoplasm:Cytoplasm, cytoskeleton, spindle:Chromosome, centromere",1
Nucleus:Cell membrane:Vacuole membrane,1
"Nucleus:Cell junction, tight junction:Chromosome",1
"Cell membrane:Cell projection, lamellipodium:Cell projection, filopodium:Cytoplasm, cytoskeleton",1
"Nucleus:Cell membrane:Cytoplasm, cytoskeleton, phragmoplast",1
"Nucleus:Cell membrane:Cytoplasmic vesicle:Cytoplasm, perinuclear region",1
"Nucleus:Cell membrane:Endosome membrane:Cytoplasm, cytoskeleton, actin patch",1
"Nucleus:Cell membrane:Endosome membrane:Cytoplasm, cytoskeleton, actin patch:Cell tip",1
Nucleus:Cell membrane:Membrane,1
"Sarcoplasmic reticulum membrane:Synapse:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",1
Nucleus:Cell membrane:Secreted,1
"Sarcoplasmic reticulum membrane:Microsome:Cell membrane, sarcolemma",1
"Nucleus:Cell junction, plasmodesma:Cytoplasm",1
"Nucleus:Cell projection, axon:Cytoplasm, cytoskeleton",1
"Nucleus:Cell projection, axon:Perikaryon",1
"Nucleus:Cell projection, cilium",1
"Sarcoplasmic reticulum membrane:Cell membrane:Endoplasmic reticulum membrane:Nucleus outer membrane:Mitochondrion outer membrane:Cytoplasm, cytosol",1
"Cell membrane:Cell projection, lamellipodium membrane:Cytoplasm",1
"Nucleus:Cell projection, neuron projection",1
"Nucleus:Cell tip:Cytoplasm, cytoskeleton, spindle pole",1
"Sarcoplasmic reticulum membrane:Cell membrane, sarcolemma, T-tubule",1
"Cell junction, adherens junction:Cell membrane:Cytoplasm, cytoskeleton:Apical cell membrane:Cell projection, rhabdomere",1
"Nucleus:Cell junction, plasmodesma:Cytoplasm:Endosome:Cell membrane",1
"Nucleus:Cell junction, focal adhesion:Cell membrane",1
"Nucleus:Chromosome:Chromosome, centromere:Cytoplasm, cytoskeleton, spindle:Midbody",1
"Cell junction, adherens junction:Cell membrane:Cell junction, focal adhesion",1
"Secreted, cell wall:Cell outer membrane",1
"Secreted, cell wall:Cell membrane:Secreted, extracellular space, extracellular matrix",1
"Secreted, cell wall:Cell membrane:Cell surface",1
"Cell membrane:Cell projection, lamellipodium:Nucleus:Cytoplasm",1
"Nucleus, nucleoplasm:Nucleus, nucleolus:Nucleus",1
"Secreted, cell wall:Cell junction, plasmodesma:Golgi apparatus",1
"Nucleus, nucleoplasm:Nucleus, nucleolus:Nucleus speckle:Nucleus:Cytoplasm",1
"Nucleus, nucleoplasm:Nucleus, nucleolus:Nucleus, nucleoplasm",1
"Secreted, cell wall, S-layer",1
"Secreted, capsule:Cell surface:Secreted, cell wall:Secreted:Host mitochondrion",1
"Nucleus:Cell junction, desmosome:Cytoplasm:Cell membrane:Cell junction, desmosome:Cytoplasm:Cell junction, desmosome:Cytoplasm",1
"Secreted, capsule:Cell surface:Secreted, cell wall",1
"Nucleus, nucleoplasm:Nucleus, nucleoplasm:Nucleus:Nucleus speckle",1
"Nucleus, nucleoplasm:Nucleus:Chromosome",1
"Nucleus, nucleoplasm:Nucleus:Cytoplasm, cytoskeleton, spindle:Chromosome",1
"Nucleus, nucleoplasm:Nucleus:Cytoplasm:Cytoplasm",1
"Cell junction, adherens junction:Cell membrane:Cell junction, tight junction:Nucleus",1
"Nucleus, nucleoplasm:Nucleus:Nucleus membrane:Cytoplasm",1
"Cell membrane:Cell projection, lamellipodium:Cell projection, ruffle membrane:Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Endosome membrane:Cell membrane, sarcolemma:Cytoplasm, myofibril, sarcomere:Synapse:Cell membrane:Cytoplasm, cytoskeleton:Cytoplasm, cell cortex",1
"Nucleus:Cell junction, desmosome:Cytoplasm:Cell membrane",1
"Cell junction, adherens junction:Cell membrane:Cytoplasm, cytoskeleton:Membrane:Nucleus",1
"Cell junction, adherens junction:Cell membrane:Cytoplasm, myofibril, sarcomere, M line:Cell projection, podosome:Cell projection, podosome",1
"Cell junction, adherens junction:Cell membrane:Cytoplasm:Membrane",1
"Nucleus:Chromosome, telomere:Nucleus matrix",1
"Cell membrane:Cell projection, filopodium:Cell projection, lamellipodium:Cytoplasm, cytoskeleton:Membrane:Secreted",1
"Cell membrane:Cell projection, filopodium membrane:Cell projection, ruffle:Cleavage furrow:Endosome membrane:Midbody, Midbody ring:Recycling endosome membrane",1
"Nucleus:Chromosome, centromere:Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body",1
"Recycling endosome membrane:Early endosome membrane:Cell membrane:Cytoplasmic vesicle:Cell projection, cilium membrane",1
"Nucleus:Chromosome, centromere:Cytoplasm, cytoskeleton, spindle:Midbody:Chromosome, centromere, kinetochore",1
"Cell junction, adherens junction:Cytoplasm:Nucleus:Cell membrane:Nucleus:Nucleus:Nucleus",1
"Cell membrane:Cell projection, dendrite:Synapse:Perikaryon:Postsynaptic cell membrane:Cell projection, dendritic spine:Cell membrane, sarcolemma:Cell junction:Membrane, caveola",1
"Nucleus:Chromosome, telomere:Cytoplasm, P-body",1
"Nucleus:Chromosome, telomere:Cytoplasm, cytoskeleton, spindle",1
"Cell membrane:Cell projection, dendrite:Synapse:Perikaryon:Postsynaptic cell membrane:Cell projection, dendritic spine:Cell junction:Membrane, caveola:Cell membrane, sarcolemma",1
"Cell membrane:Cell projection, invadopodium membrane:Cell projection, ruffle membrane:Recycling endosome:Melanosome:Cleavage furrow:Cell projection, lamellipodium:Cell junction, focal adhesion:Cell membrane, sarcolemma:Cell junction",1
"Nucleus:Chromosome, telomere:Nucleus, nucleolus",1
"Nucleus:Chromosome, telomere:Nucleus, nucleolus:Cytoplasm",1
Nucleus:Chromosome:Chromosome,1
"Recycling endosome membrane:Cytoplasmic vesicle, secretory vesicle, acrosome membrane:Golgi apparatus, cis-Golgi network membrane:Endoplasmic reticulum-Golgi intermediate compartment membrane:Golgi apparatus, trans-Golgi network membrane:Early endosome membrane:Lysosome membrane",1
"Cell membrane:Cell projection, dendrite:Synapse:Perikaryon:Postsynaptic cell membrane:Cell projection, dendritic spine:Cell junction",1
"Cell membrane:Cell projection, dendrite:Secreted",1
"Nucleus:Chromosome:Chromosome, centromere, kinetochore:Chromosome, centromere",1
"Recycling endosome membrane:Cell membrane:Cell projection, cilium membrane:Cytoplasmic vesicle",1
"Cell junction, adherens junction:Nucleus:Cytoplasm, P-body",1
"Nucleus:Chromosome, centromere:Chromosome, centromere, kinetochore:Nucleus:Nucleus:Cytoplasm:Cytoplasm",1
"Cell junction, adherens junction:Cytoplasm:Nucleus:Cell membrane:Nucleus",1
"Cell junction, adherens junction:Cytoplasm:Nucleus",1
"Cell junction, adherens junction:Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",1
"Cell membrane:Cell projection, invadopodium membrane:Cell projection, ruffle membrane:Recycling endosome:Melanosome:Cell projection, lamellipodium:Cell projection, ruffle:Cell junction, focal adhesion:Cell membrane, sarcolemma:Cell junction",1
"Nucleus:Chromosome, centromere, kinetochore:Cytoplasm",1
"Nucleus:Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton",1
"Cell membrane:Cell projection, invadopodium membrane:Cell projection, ruffle membrane:Recycling endosome:Melanosome:Cell projection, lamellipodium:Cell projection, ruffle:Cell junction, focal adhesion",1
"Cell membrane:Cell projection, invadopodium membrane:Cell projection, lamellipodium:Cell projection, ruffle membrane:Melanosome:Membrane",1
"Cell junction, adherens junction:Cell projection, microvillus:Cell projection, rhabdomere:Cell membrane:Cytoplasm, cytoskeleton:Cytoplasm:Cytoplasm, cell cortex:Cell projection, cilium, flagellum:Nucleus, nucleoplasm:Chromosome",1
"Cell junction, adherens junction:Cytoplasm",1
"Cell membrane:Cell projection, invadopodium membrane:Cell projection, lamellipodium membrane",1
"Cell membrane:Cell projection, invadopodium membrane:Cell membrane:Secreted",1
"Cell junction, adherens junction:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite",1
"Cell junction, adherens junction:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasmic vesicle membrane",1
"Nucleus:Chromosome, centromere, kinetochore:Mitochondrion",1
"Cell junction, adherens junction:Cytoplasm, cytoskeleton:Cell membrane:Cell junction:Cytoplasm:Nucleus",1
"Cell junction, adherens junction:Cytoplasm, cytoskeleton:Cell projection, lamellipodium:Cell projection, ruffle membrane:Cytoplasm:Cell membrane",1
"Nucleus:Chromosome, centromere, kinetochore:Nucleus envelope:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole",1
Recycling endosome membrane:Midbody,1
"Nucleus:Chromosome, centromere, kinetochore:Nucleus envelope:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Cytoplasm",1
"Cell membrane:Cell projection, growth cone:Cell projection, growth cone membrane:Synapse:Cell projection, filopodium membrane:Perikaryon:Cell projection, dendrite:Cell projection, axon:Cytoplasm",1
"Cell membrane:Cell projection, growth cone:Cell projection, axon:Cell projection, dendrite",1
"Secreted, cell wall:Cell surface:Cell outer membrane",1
"Nucleus, nucleoplasm:Nucleus, nuclear body:Nucleus, nucleolus:Chromosome, centromere",1
"Cell junction, adherens junction:Cell junction, desmosome:Cell junction",1
Cell envelope,1
"Secreted, extracellular space, extracellular matrix:Cytoplasm, perinuclear region",1
"Nucleus, nucleolus:Nucleus, nucleolus:Nucleus, nucleolus",1
Cell membrane:Cell projection:Cytoplasm:Membrane,1
"Cell membrane:Cell projection:Cytoplasm, cytosol",1
"Secreted, extracellular space, extracellular matrix:Cleavage furrow",1
"Nucleus, nucleolus:Nucleus, nucleoplasm:Chromosome:Nucleus, nucleoplasm",1
"Cell membrane:Cell projection, stereocilium membrane:Photoreceptor inner segment",1
"Secreted, extracellular space, extracellular matrix:Cell projection, cilium, photoreceptor outer segment:Secreted, extracellular space, extracellular matrix, interphotoreceptor matrix:Secreted",1
"Cell membrane:Cell projection, ruffle:Cell membrane:Cell projection:Cell membrane:Cell projection, ruffle:Cell membrane:Cell projection, ruffle membrane:Cleavage furrow",1
"Nucleus, nucleolus:Nucleus, nucleoplasm:Dynein axonemal particle",1
"Nucleus, nucleolus:Nucleus:Cytoplasm:Endoplasmic reticulum",1
Cell envelope:Cell membrane,1
"Nucleus, nucleolus:Nucleus, nucleoplasm:Nucleus, Cajal body",1
"Secreted, extracellular space, extracellular matrix, basement membrane:Endoplasmic reticulum:Golgi apparatus",1
"Secreted, extracellular space, extracellular matrix, basement membrane:Cytoplasm:Cell junction:Cleavage furrow",1
Cell inner membrane:Membrane raft,1
"Cell membrane:Cell projection, ruffle membrane:Cytoplasm, cytoskeleton",1
"Nucleus, nucleolus:Nucleus:Cytoplasm, cytoskeleton, phragmoplast",1
"Secreted, extracellular space, apoplast:Secreted, extracellular space, apoplast:Secreted, extracellular space, apoplast:Secreted, extracellular space, apoplast:Secreted, extracellular space, apoplast",1
"Cell membrane:Cell projection, ruffle membrane:Cell membrane:Early endosome:Cytoplasm, perinuclear region:Nucleus:Cytoplasm:Nucleus:Cytoplasm:Nucleus",1
"Secreted, extracellular space, extracellular matrix:Cytoplasm:Cell membrane",1
"Nucleus, nucleolus:Nucleus, Cajal body:Cytoplasm",1
"Cell membrane:Cell projection:Cytoplasmic vesicle membrane:Early endosome membrane:Recycling endosome membrane:Synapse, synaptosome:Perikaryon:Cell projection, dendrite:Cell projection, dendritic spine:Postsynaptic density membrane",1
"Nucleus, nucleolus:Nucleus speckle:Nucleus:Cytoplasm, P-body:Cytoplasm",1
"Nucleus, nucleolus:Cytoplasm:Cytoplasm, perinuclear region",1
"Bud tip:Bud neck:Cytoplasm, cytoskeleton",1
"Nucleus, nucleolus:Cytoplasm:Cytoplasm:Mitochondrion:Sarcoplasmic reticulum:Membrane",1
"Secreted, extracellular space, extracellular matrix:Nucleus:Cytoplasm",1
"Secreted, extracellular space, extracellular matrix:Membrane:Nucleus",1
Cell membrane:Cell projection:Nucleus:Cytoplasm,1
"Nucleus, nucleolus:Cytoplasm:Nucleus membrane",1
"Nucleus, nucleolus:Endoplasmic reticulum",1
"Secreted, extracellular space, extracellular matrix:Endoplasmic reticulum",1
"Nucleus, nucleolus:Membrane",1
"Nucleus, nucleolus:Midbody",1
Bud tip:Bud neck:Mitochondrion outer membrane,1
"Nucleus, nucleolus:Mitochondrion inner membrane",1
"Bud tip:Nucleus, nucleolus",1
"Secreted, extracellular space, extracellular matrix:Cytoplasm:Cytoplasm:Cytoplasm",1
"Nucleus, nucleolus:Mitochondrion:Cytoplasm, cytoskeleton, spindle",1
"Cell membrane:Cell projection:Endomembrane system:Endosome membrane:Endosome, multivesicular body lumen:Endosome, multivesicular body membrane:Late endosome membrane:Lysosome membrane:Membrane",1
"Cell membrane:Cell projection:Cytoplasmic vesicle membrane:Early endosome membrane:Recycling endosome membrane:Synapse, synaptosome:Perikaryon:Cell projection, dendrite:Cell projection, dendritic spine:Synapse:Postsynaptic density membrane",1
"Nucleus, nucleolus:Nucleus speckle:Cytoplasm",1
"Nucleus, nucleolus:Nucleus:Cytoplasm, cytosol",1
"Nucleus, nucleolus:Nucleus:Mitochondrion",1
"Secreted, cell wall:Endoplasmic reticulum:Cell junction, plasmodesma:Plastid, chloroplast",1
"Secreted, cell wall:Secreted, extracellular space, apoplast:Vacuole",1
"Nucleus, nucleoplasm:Cytoplasm:Nucleus, nucleolus",1
"Secreted, extracellular exosome:Secreted:Cell membrane:Cytoplasm:Endomembrane system",1
"Nucleus, nucleoplasm:Cytoplasm:Nucleus:Microsome",1
"Secreted, cell wall:Vacuole",1
"Cell membrane:Cell projection, phagocytic cup:Apical cell membrane:Cytoplasmic granule membrane",1
"Nucleus, nucleoplasm:Nucleus envelope:Chromosome:Nucleus, nuclear pore complex:Nucleus membrane",1
"Nucleus, nucleoplasm:Nucleus envelope:Cytoplasm, cell cortex:Cytoplasm, cytoskeleton, spindle",1
"Nucleus, nucleoplasm:Nucleus inner membrane",1
"Secreted, cell wall:Secreted:Cytoplasm:Peroxisome",1
"Secreted, cell wall:Secreted, extracellular space, apoplast:Endoplasmic reticulum",1
"Secreted, extracellular space, apoplast:Secreted, extracellular space, apoplast:Secreted, extracellular space, apoplast",1
"Nucleus, nucleoplasm:Nucleus speckle:Cytoplasm:Nucleus, nuclear pore complex:Nucleus envelope:Cytoplasm, Stress granule",1
"Cell inner membrane:Secreted, cell wall:Secreted:Cell surface",1
Cell junction,1
"Secreted, cell wall:Secreted, extracellular space",1
"Nucleus, nucleoplasm:Nucleus speckle:Nucleus matrix:Nucleus:Mitochondrion",1
"Nucleus, nucleoplasm:Nucleus speckle:Nucleus, nuclear pore complex:Nucleus envelope:Cytoplasm:Cytoplasm, Stress granule",1
"Cell junction, adherens junction:Apical cell membrane",1
"Nucleus, nucleoplasm:Nucleus, Cajal body:Cytoplasm",1
"Secreted, cell wall:Golgi apparatus membrane",1
Cell inner membrane:Secreted,1
"Nucleus, nucleoplasm:Cytoplasm:Nucleus membrane:Nucleus",1
Cell inner membrane:Periplasm:Secreted,1
"Nucleus, nucleoplasm:Cytoplasm:Nucleus envelope",1
"Nucleus, nucleolus:Peroxisome",1
"Cell membrane:Cell projection, ruffle membrane:Cell junction:Secreted, extracellular space",1
"Cell membrane:Cell projection, ruffle membrane:Cell junction",1
"Nucleus, nucleoplasm:Chromosome, telomere",1
"Cell membrane:Cell projection, rhabdomere membrane",1
"Nucleus, nucleoplasm:Chromosome:Chromosome, centromere, kinetochore",1
"Nucleus, nucleoplasm:Chromosome:Cytoplasm, cytoskeleton, spindle",1
"Nucleus, nucleoplasm:Chromosome:Cytoplasm:Nucleus, nucleolus",1
"Nucleus, nucleoplasm:Chromosome:Nucleus",1
"Nucleus, nucleoplasm:Chromosome:Nucleus envelope",1
"Cell membrane:Cell projection, pseudopodium:Cytoplasmic vesicle:Membrane, clathrin-coated pit:Nucleus:Vesicle",1
"Secreted, extracellular space, apoplast:Secreted",1
"Secreted, extracellular space, apoplast:Endoplasmic reticulum:Cell junction, plasmodesma",1
"Cell membrane:Cell projection, pseudopodium membrane:Membrane:Vesicle",1
"Nucleus, nucleoplasm:Cytoplasm, cytoskeleton",1
"Secreted, extracellular space, apoplast:Cytoplasm",1
"Nucleus, nucleoplasm:Cytoplasm, cytoskeleton, spindle",1
"Nucleus, nucleoplasm:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, phragmoplast",1
"Nucleus, nucleoplasm:Cytoplasm:Nucleus",1
"Protein storage vacuole:Golgi apparatus, Golgi stack:Golgi apparatus, trans-Golgi network:Prevacuolar compartment",1
"Cell membrane:Cell projection, dendrite:Perikaryon:Golgi apparatus:Cytoplasmic vesicle, secretory vesicle",1
"Cell junction, tight junction:Cell membrane:Cell junction, tight junction:Cell membrane",1
"Nucleus:Cytoplasm, cytoskeleton:Nucleus envelope",1
"Nucleus:Cytoplasm, cytoskeleton:Cytoplasm, cell cortex",1
"Plastid, chromoplast",1
"Nucleus:Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Cell projection, cilium, flagellum",1
"Nucleus:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cell junction, focal adhesion:Cell projection, podosome",1
"Nucleus:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cell projection, podosome:Cell junction, focal adhesion",1
"Nucleus:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Chromosome",1
"Nucleus:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Nucleus, nucleolus:Nucleus, nucleoplasm:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Midbody:Cell projection, axon:Cell projection, growth cone",1
"Nucleus:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, phragmoplast",1
"Plastid, chloroplast:Thylakoid",1
"Plastid, chloroplast:Plastid, chromoplast:Plastid, etioplast:Plastid, amyloplast",1
"Plastid:Plastid, chloroplast membrane",1
"Cell junction, plasmodesma:Cytoplasm, cytoskeleton, phragmoplast:Endosome:Endoplasmic reticulum",1
"Cell junction, plasmodesma:Endoplasmic reticulum membrane",1
"Plastid, chloroplast:Plastid, chloroplast thylakoid:Nucleus:Nucleus, nucleoplasm",1
"Nucleus:Cytoplasm, cytosol:Cell membrane:Cytoplasm, cytoskeleton:Membrane:Cell junction, adherens junction:Cell junction, focal adhesion",1
"Plastid, chloroplast:Plastid, chloroplast thylakoid membrane",1
"Nucleus:Cytoplasm, cytosol:Cell projection, cilium:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasm",1
"Plastid, chloroplast:Plastid, chloroplast stroma, chloroplast nucleoid:Nucleus",1
"Plastid, chloroplast:Plastid, chloroplast stroma, chloroplast nucleoid",1
"Cell junction, plasmodesma:Endosome",1
"Cell junction, paranodal septate junction",1
"Nucleus:Cytoplasm, cytoskeleton, stress fiber:Cell junction, focal adhesion:Cell projection, ruffle membrane:Synapse:Cell projection",1
"Nucleus:Chromosome:Chromosome, centromere:Cytoplasm, cytosol:Nucleus",1
"Cell junction, hemidesmosome:Cytoplasm, cytoskeleton:Cell membrane",1
"Cell membrane:Cell projection, axon:Membrane:Perikaryon:Cell projection, dendrite:Cell junction:Synapse:Cytoplasmic vesicle:Endoplasmic reticulum:Presynaptic cell membrane:Presynapse",1
"Cell membrane:Cell projection, axon:Membrane:Mitochondrion outer membrane:Presynapse:Synapse",1
"Nucleus:Cytoplasm, cytoskeleton, spindle pole:Chromosome, centromere, kinetochore",1
Postsynaptic cell membrane:Cell membrane:Cytoplasmic vesicle,1
Postsynaptic cell membrane:Cell membrane:Cytoplasm:Cytoplasm,1
"Nucleus:Cytoplasm, cytoskeleton, spindle:Chromosome, centromere",1
"Cell membrane:Cell projection, axon:Membrane",1
"Cell junction, hemidesmosome",1
"Cell junction, hemidesmosome:Cell junction, adherens junction",1
"Cell membrane:Cell projection, axon:Cytoplasmic vesicle:Membrane, caveola:Cell projection, dendrite:Presynapse",1
